member_id,first_name,last_name,grade,neighborhood,membership_status,join_date,checkout_id,book_id,checkout_date,return_date,total_checkouts,title,author,genre,pages,publication_year,publisher
1060,Layla,Wahba,7.0,Heliopolis,Active,2024-03-26,9200.0,509.0,2024-12-08,,2,Marbles and Mirrors,Diaa Sultan,Mystery,221.0,2011.0,Nile Press
1060,Layla,Wahba,7.0,Heliopolis,Active,2024-03-26,9243.0,513.0,2025-09-13,2025-10-09,2,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,9302.0,507.0,2024-06-22,,10,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,9322.0,510.0,2025-10-20,2025-11-15,10,The Missing Metronome,Diaa Sultan,Mystery,134.0,2013.0,Cairo Young Readers
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,9317.0,507.0,2024-01-26,2024-02-09,10,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,9324.0,529.0,2025-03-12,2025-04-10,10,Riddles of the Red Sea,Sara Tantawy,Mystery,298.0,,Cairo Young Readers
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,9303.0,509.0,2025-12-23,2026-01-10,10,Marbles and Mirrors,Diaa Sultan,Mystery,221.0,2011.0,Nile Press
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,9336.0,528.0,2024-04-18,2024-05-15,10,The Glass Beehive,Mona Kholoussy,Nature,114.0,2010.0,Delta House
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,9295.0,513.0,2025-12-12,2026-01-01,10,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,9300.0,528.0,2024-08-15,2024-09-02,10,The Glass Beehive,Mona Kholoussy,Nature,114.0,2010.0,Delta House
1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,9326.0,501.0,2024-08-15,2024-08-21,8,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,9332.0,522.0,2024-07-03,,8,The Puzzle Merchant,Karim Elwy,Mystery,104.0,2016.0,Cairo Young Readers
1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,9301.0,519.0,2024-11-10,2024-11-23,8,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,9379.0,501.0,2024-12-18,2024-12-26,8,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,9329.0,513.0,2025-03-06,,8,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,9284.0,513.0,2025-09-27,2025-10-26,8,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,9305.0,519.0,2024-01-23,2024-01-31,8,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1063,Layla,Fouad,6.0,Zamalek,Active,2024-06-21,,,,,1,,,,,,
1064,Fares,Sabry,6.0,Zamalek,Active,2023-05-06,,,,,0,,,,,,
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9319.0,515.0,2025-02-10,2025-02-21,16,Songs of the Oasis,Hoda Bakry,Poetry,316.0,2022.0,Cairo Young Readers
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9291.0,526.0,2024-03-25,2024-03-31,16,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125.0,2016.0,Delta House
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9288.0,519.0,2025-03-20,2025-03-31,16,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9316.0,513.0,2024-08-25,2024-09-17,16,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9296.0,501.0,2024-12-15,2025-01-11,16,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9341.0,516.0,2025-02-19,2025-03-09,16,The Beekeeper's Almanac,Hoda Bakry,Nature,241.0,2010.0,Nile Press
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9331.0,525.0,2025-02-17,2025-02-23,16,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9290.0,519.0,2025-10-09,,16,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9297.0,501.0,2025-04-14,,16,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9298.0,507.0,2025-06-18,2025-07-11,16,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9287.0,532.0,2024-04-26,2024-05-23,16,The Last Bookmark,Samir Zohdy,Friendship,337.0,2017.0,Oasis Books
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9327.0,513.0,2025-03-09,2025-04-01,16,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9334.0,507.0,2025-12-20,2026-01-05,16,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9311.0,507.0,2025-06-26,2025-07-09,16,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9335.0,513.0,2024-12-18,2024-12-30,16,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1066,Amir,Wahba,6.0,Zamalek,Active,2024-10-07,,,,,0,,,,,,
1067,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,9318.0,513.0,2025-07-23,2025-08-17,3,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1067,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,9294.0,507.0,2024-11-26,,3,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1067,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,9310.0,511.0,2024-02-04,2024-02-12,3,Winter in Alexandria,Farida Anwar,Historical,117.0,2016.0,Nile Press
1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,9342.0,501.0,2025-05-28,2025-06-27,6,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,9304.0,519.0,2024-04-16,2024-05-09,6,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,9313.0,507.0,2024-12-13,2024-12-19,6,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,9309.0,511.0,2024-11-24,2024-12-12,6,Winter in Alexandria,Farida Anwar,Historical,117.0,2016.0,Nile Press
1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,9312.0,506.0,2025-12-01,,6,The Paper Boat Club,Aya Hafez,Friendship,183.0,,Nile Press
1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,9315.0,501.0,2024-06-11,2024-07-04,6,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1069,Bassel,Adel,9.0,Zamalek,Active,,,,,,0,,,,,,
1070,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,9383.0,501.0,2024-07-11,2024-07-31,3,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1070,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,9328.0,501.0,2024-01-28,,3,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1070,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,9321.0,501.0,2025-12-28,2026-01-09,3,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1071,Jana,Hegazy,8.0,Zamalek,Active,2024-09-27,9285.0,513.0,2025-02-24,,2,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1071,Jana,Hegazy,8.0,Zamalek,Active,2024-09-27,9293.0,525.0,2025-08-05,2025-08-18,2,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9340.0,513.0,2025-08-24,2025-09-01,14,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9283.0,513.0,2025-09-17,2025-09-25,14,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9333.0,520.0,2025-06-03,2025-06-08,14,The Copper Telescope,Jasmine Wahdan,Science Fiction,136.0,2009.0,Oasis Books
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9323.0,519.0,2024-01-23,2024-01-28,14,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9337.0,529.0,2024-11-13,,14,Riddles of the Red Sea,Sara Tantawy,Mystery,298.0,,Cairo Young Readers
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9286.0,507.0,2024-08-09,2024-08-16,14,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9338.0,501.0,2024-07-16,,14,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9307.0,501.0,2025-06-10,2025-07-09,14,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9330.0,513.0,2025-04-11,2025-05-09,14,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9325.0,519.0,2024-01-11,,14,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9314.0,522.0,2024-08-13,2024-09-02,14,The Puzzle Merchant,Karim Elwy,Mystery,104.0,2016.0,Cairo Young Readers
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9299.0,521.0,2024-01-04,2024-01-23,14,A Garden of Equations,Karim Elwy,Science,211.0,2024.0,Cairo Young Readers
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9289.0,522.0,2025-09-09,2025-09-19,14,The Puzzle Merchant,Karim Elwy,Mystery,104.0,2016.0,Cairo Young Readers
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9308.0,525.0,2024-02-17,2024-03-12,14,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1073,Yassin,Kamel,7.0,Zamalek,Inactive,2025-08-26,9320.0,501.0,2025-07-19,2025-08-13,3,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1073,Yassin,Kamel,7.0,Zamalek,Inactive,2025-08-26,9339.0,501.0,2025-02-02,,3,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1074,Mostafa,Saleh,8.0,Zamalek,Active,2025-11-21,9292.0,525.0,2024-12-28,2025-01-06,2,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1074,Mostafa,Saleh,8.0,Zamalek,Active,2025-11-21,9306.0,510.0,2024-08-03,2024-08-10,2,The Missing Metronome,Diaa Sultan,Mystery,134.0,2013.0,Cairo Young Readers
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9355.0,515.0,2024-11-10,2024-12-02,9,Songs of the Oasis,Hoda Bakry,Poetry,316.0,2022.0,Cairo Young Readers
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9348.0,532.0,2024-07-28,2024-08-25,9,The Last Bookmark,Samir Zohdy,Friendship,337.0,2017.0,Oasis Books
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9365.0,501.0,2024-01-17,2024-02-01,9,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9343.0,529.0,2024-10-04,2024-10-14,9,Riddles of the Red Sea,Sara Tantawy,Mystery,298.0,,Cairo Young Readers
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9347.0,519.0,2025-07-17,2025-07-31,9,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9345.0,507.0,2025-02-03,2025-03-01,9,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9353.0,528.0,2025-12-13,2025-12-30,9,The Glass Beehive,Mona Kholoussy,Nature,114.0,2010.0,Delta House
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9351.0,514.0,2024-01-03,2024-01-28,9,The Robot in Row Nine,Galal Mounir,Science Fiction,328.0,2023.0,Cairo Young Readers
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9361.0,524.0,2024-04-19,,9,The Weaver's Daughter,Laila Shokry,Historical,114.0,2016.0,Cairo Young Readers
1076,Dina,Wahba,7.0,Shubra,Active,2025-12-13,9369.0,501.0,2025-06-05,,7,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1076,Dina,Wahba,7.0,Shubra,Active,2025-12-13,9372.0,519.0,2025-03-06,2025-04-02,7,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1076,Dina,Wahba,7.0,Shubra,Active,2025-12-13,9344.0,507.0,2024-09-12,,7,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1076,Dina,Wahba,7.0,Shubra,Active,2025-12-13,9382.0,507.0,2025-02-26,2025-03-08,7,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1076,Dina,Wahba,7.0,Shubra,Active,2025-12-13,9356.0,501.0,2025-03-14,2025-04-13,7,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1076,Dina,Wahba,7.0,Shubra,Active,2025-12-13,9346.0,519.0,2024-04-27,,7,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press
1076,Dina,Wahba,7.0,Shubra,Active,2025-12-13,9352.0,501.0,2025-02-02,,7,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1077,Lina,Rashad,6.0,Shubra,Active,2023-07-08,9360.0,520.0,2024-03-04,2024-03-16,6,The Copper Telescope,Jasmine Wahdan,Science Fiction,136.0,2009.0,Oasis Books
1077,Lina,Rashad,6.0,Shubra,Active,2023-07-08,9357.0,516.0,2024-07-26,2024-08-15,6,The Beekeeper's Almanac,Hoda Bakry,Nature,241.0,2010.0,Nile Press
1077,Lina,Rashad,6.0,Shubra,Active,2023-07-08,9358.0,513.0,2025-07-09,2025-07-24,6,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1077,Lina,Rashad,6.0,Shubra,Active,2023-07-08,9349.0,501.0,2024-03-04,2024-04-02,6,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1077,Lina,Rashad,6.0,Shubra,Active,2023-07-08,9364.0,513.0,2024-08-18,2024-09-07,6,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1077,Lina,Rashad,6.0,Shubra,Active,2023-07-08,9359.0,501.0,2025-01-26,,6,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1078,Habiba,Osman,7.0,Shubra,Inactive,2023-08-05,,,,,0,,,,,,
1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,9370.0,511.0,2025-11-11,2025-12-03,10,Winter in Alexandria,Farida Anwar,Historical,117.0,2016.0,Nile Press
1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,9366.0,503.0,2024-06-23,2024-07-23,10,The Lantern Maker,Adel Roushdy,Historical,259.0,,Nile Press
1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,9371.0,528.0,2025-04-22,2025-05-02,10,The Glass Beehive,Mona Kholoussy,Nature,114.0,2010.0,Delta House
1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,9354.0,502.0,2024-03-09,2024-03-18,10,Desert Compass,Amina Darwish,Adventure,109.0,2018.0,Delta House
1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,9362.0,507.0,2024-03-08,2024-04-07,10,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,9363.0,507.0,2024-12-23,2025-01-15,10,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,9368.0,525.0,2025-02-12,2025-03-10,10,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,9381.0,507.0,2025-05-30,2025-06-18,10,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,9367.0,507.0,2024-03-19,2024-03-28,10,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,9373.0,508.0,2024-03-20,2024-04-19,10,The Quiet Observatory,Dalia Serry,Science,306.0,2011.0,Oasis Books
1080,Bassel,Wahba,9.0,Shubra,Active,2023-12-28,9350.0,501.0,2025-06-22,2025-07-17,2,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1080,Bassel,Wahba,9.0,Shubra,Active,2023-12-28,9374.0,505.0,2024-08-05,2024-08-12,2,Letters to the Nile,Aya Hafez,Historical,216.0,2024.0,Oasis Books
1026,Nada,Saleh,7.0,Nasr City,Inactive,2023-11-16,,522.0,2025-07-11,,4,The Puzzle Merchant,Karim Elwy,Mystery,104.0,2016.0,Cairo Young Readers
1049,Ahmed,Gamal,6.0,Heliopolis,Active,2023-06-10,,520.0,2025-07-11,,2,The Copper Telescope,Jasmine Wahdan,Science Fiction,136.0,2009.0,Oasis Books
1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,,525.0,2025-07-05,,8,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,,520.0,2025-07-07,,16,The Copper Telescope,Jasmine Wahdan,Science Fiction,136.0,2009.0,Oasis Books
1009,Hassan,Saleh,6.0,Maadi,Active,2025-04-25,,503.0,2025-07-09,,2,The Lantern Maker,Adel Roushdy,Historical,259.0,,Nile Press
1063,Layla,Fouad,6.0,Zamalek,Active,2024-06-21,,522.0,2025-07-07,,1,The Puzzle Merchant,Karim Elwy,Mystery,104.0,2016.0,Cairo Young Readers
1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,,511.0,2025-07-12,,7,Winter in Alexandria,Farida Anwar,Historical,117.0,2016.0,Nile Press
1029,Rana,Kamel,6.0,Nasr City,Active,2023-04-03,,523.0,2025-07-09,,1,Footsteps in the Dust,Laila Shokry,Historical,276.0,2018.0,Oasis Books
1005,Youssef,Halim,9.0,Maadi,Active,2024-05-05,,513.0,2025-07-10,,4,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1058,Lina,Mansour,8.0,Heliopolis,Active,2025-07-20,,518.0,2025-07-08,,4,The Ninth Lighthouse,Hani Nagati,Adventure,163.0,2011.0,Delta House
1002,Fares,Saleh,9.0,Maadi,Active,,,521.0,2025-07-08,,3,A Garden of Equations,Karim Elwy,Science,211.0,2024.0,Cairo Young Readers
1041,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,,504.0,2025-07-05,,4,Rooftop Astronomers,Adel Roushdy,Science,319.0,2009.0,Cairo Young Readers
1055,Mostafa,Kamel,9.0,Heliopolis,Active,2025-01-04,,526.0,2025-07-11,,3,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125.0,2016.0,Delta House
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,,513.0,2025-07-06,,10,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books
1012,Ali,Hegazy,7.0,Maadi,Active,2025-12-08,,509.0,2025-07-11,,1,Marbles and Mirrors,Diaa Sultan,Mystery,221.0,2011.0,Nile Press
1007,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,,510.0,2025-07-07,,4,The Missing Metronome,Diaa Sultan,Mystery,134.0,2013.0,Cairo Young Readers
1073,Yassin,Kamel,7.0,Zamalek,Inactive,2025-08-26,,530.0,2025-07-07,,3,The Sandstone Key,Sara Tantawy,Adventure,208.0,2012.0,Oasis Books
1003,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,,501.0,2025-07-08,,10,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press
1017,Adam,Badr,9.0,Maadi,Active,2025-07-12,,507.0,2025-07-11,,3,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,,504.0,2025-07-06,,10,Rooftop Astronomers,Adel Roushdy,Science,319.0,2009.0,Cairo Young Readers
1041,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,,512.0,2025-07-06,,4,The Cartographer's Cat,Farida Anwar,Adventure,238.0,2022.0,Delta House
